date,volz_book_1d,volz_book_5d,volz_book_20d,volz_spread_1d,volz_spread_5d,volz_spread_20d,volz_top10_1d,volz_top10_5d,volz_top10_20d,volz_bottom10_1d,volz_bottom10_5d,volz_bottom10_20d,volz_universe_1d,volz_universe_5d,volz_universe_20d,volz_spy_1d,volz_spy_5d,volz_spy_20d,volz_qqq_1d,volz_qqq_5d,volz_qqq_20d,volz_smh_1d,volz_smh_5d,volz_smh_20d,volz_psq_1d,volz_psq_5d,volz_psq_20d,volz_soxs_1d,volz_soxs_5d,volz_soxs_20d
2019-06-03,-0.7946807749007083,-0.7783717762762222,-0.8494652318338103,-1.3222585118576762,-0.5235547293720951,1.113226999776365,-1.6015504212243645,-1.5415960144597176,-1.3490910264371816,-0.5390034024953415,-1.1973942694270507,-2.471211432731546,-1.3244500299014255,-1.427213150948132,-1.8383996604421795,-0.3419898136184763,-1.7461185345322048,-1.9902371282588684,-2.284350660041782,-2.0938520349133944,-2.5479963293144823,-0.07059294807872854,-0.37137179618415694,-2.323575376770438,2.241220883510597,2.1627383317289697,2.836675322954039,-0.10609332282924527,0.2322975316298394,3.140932785587719
2019-06-04,2.464444023177578,0.14566835966851754,-0.24856371036781247,-0.5458990476612412,-1.20073395084994,1.1315622324144787,1.9177061461474043,-0.6981304669250076,-0.8774668615865048,2.5986822864941077,0.3145560562645883,-1.983348552890967,2.934645811056645,-0.11367895103856288,-1.1159527652996741,2.9219254503975174,0.0816289128130615,-1.2632917034207243,2.8070029658874875,-0.6480617702819679,-1.7639353289217157,2.582451814618326,1.0268726541409132,-1.6421844004511101,-2.7201701551789714,0.6115252825232501,1.9088041478833182,-2.6122234069945898,-1.1682218220912004,1.8162181541592504
2019-06-05,0.823057088146945,1.0230345043468103,0.4102614250886392,1.1898557805488112,0.1519130635820469,1.61611554435203,0.6361758254112321,0.2615689747580636,-0.3271919507312494,-0.33906115639971635,0.15014787584073971,-1.7382739250183599,0.7076583376189767,0.5940618512690409,-0.567170016915329,1.093414066962914,0.951446701624417,-0.4872113894843675,0.6976407559781914,0.04290343222914137,-1.1304130835129202,-0.4571124353172227,0.6713671562399306,-1.375484909172958,-0.745677379157454,-0.09779916861489026,1.167822272151718,0.377196146316989,-0.8597769894435712,1.4312190956971937
2019-06-06,1.0695521413668658,1.2201457081042053,0.7080684198365097,1.4855970387505195,0.6203514358853589,1.9204464424743561,1.5074629648464646,0.7457501682698294,-0.016203608726619356,0.3172703698412263,0.2581257590056821,-1.7131781420509227,0.8537921148042706,0.831628637552184,-0.3524492559054286,0.8177941801616812,1.1629868190948451,-0.26699936765089116,0.7448831498741099,0.19924419562434298,-0.9208545131312357,0.8321381522506647,0.8436815276269569,-1.129053510505024,-0.7191365504144387,-0.22425523095335154,0.9269076097005351,-0.7734886903978916,-1.0138298124130347,1.0827409328291717
2019-06-07,1.3969989136837428,2.235972088561413,1.2601376551374488,1.6974759780302737,1.1532047238643697,2.2760288426193256,2.3035972139402525,2.1564852962113066,0.5584789725168867,1.006010181914303,1.331920454919975,-1.425078119868981,1.2403037783874784,1.9541953759591146,0.041047366503146006,1.2655179678154485,2.5435538070540757,0.09767237570112484,1.82450441377442,1.7220913436392533,-0.42645621769481107,0.7783763113974778,1.6044411319656702,-0.7892303375608922,-1.7456146715608798,-1.680257935880058,0.4353385938444943,-0.6556164491754556,-1.5617232670140755,0.7238811087442871
2019-06-10,0.8353454823984312,2.9858539183633592,1.3125037267318893,-0.07590046986643104,1.7565957355137343,2.0289575625128036,0.6232454324645837,3.119141769049288,0.598010164326469,0.7728514348159604,1.9309852843270583,-1.1638976770582807,0.9788232259723149,2.9917713512372903,0.21080617460615858,0.5745812642510776,2.936708033884589,0.08455228484852476,1.0753444697409624,3.160380738705622,-0.2063100243302666,1.49545770342581,2.3385927726909777,-0.45691747001410016,-1.0438800430753576,-2.925541658636915,0.1949988298648271,-1.5373904516277257,-2.086946531979848,0.3380530087869637
2019-06-11,-0.49680240802718784,1.6629024729910529,1.8904465540781443,-1.7212889917099368,1.121678497942541,1.8250600397465226,-0.9850211395550078,1.7767022448850487,1.080538699706095,0.45155398573360256,1.0041408089204698,-0.4374342997744801,-0.33378853791568375,1.5801402762905414,0.928769196449433,-0.031117868560151883,1.7086738178419483,0.8196892463725635,0.12843587863159098,2.04248808766472,0.5678814558824704,0.21784867348566703,1.2888278814143723,0.22008538142461082,-0.1959912675125061,-1.9684861062527652,-0.562977550717001,-0.09980852614270425,-1.1535695021210945,-0.2732306650512702
2019-06-12,0.048347742603376535,1.2945021758888415,1.4089992644870974,1.0076618285161805,1.0376747996885773,1.8947626865139826,0.009685874239118503,1.479713976844313,0.7174205736491526,-0.9355580523182182,0.7303142857862783,-0.9533961257839452,-0.4283934089697751,1.0492845631864527,0.40032715934565927,-0.2262867318249636,1.1002828734704244,0.5047597851275082,-0.5446984190525335,1.4661308615079622,0.21009147822861882,-1.2913502155954406,0.8941186378092071,-0.40461107389174994,0.590123271202175,-1.3951283805601349,-0.21636054544576697,1.338154810487641,-0.7884437144734138,0.3558961734762198
2019-06-13,0.3921551607952839,0.9898314849346302,1.1315079464484266,0.3378200521070569,0.5437517605189923,1.8639053681670719,0.13815786340983538,0.8926427461001301,0.5680370642857809,-0.15631665216199697,0.5086863774236495,-1.0828159646767717,0.6094657112431218,0.9365842666565455,0.3099605486985918,0.531324148769645,0.9663524563572248,0.4564610506434746,0.5583931346717907,1.3791783555172872,0.037987273731996694,0.29190911074179093,0.6449179622264665,-0.4534254799872618,-0.5213750042111661,-1.3065174972568723,-0.021944037598620663,-0.3082971583767239,-0.5871922544778434,0.3900896580071997
2019-06-14,-1.135325834050968,-0.15714920745319524,0.5066469311091432,0.07930961188117439,-0.14681197590730607,1.1122338039329713,-0.7778680524678323,-0.4467112004854845,-0.21230514123666022,-0.953201292250778,-0.36952571240173165,-1.2686377288662452,-1.0325360876890406,-0.09290204503818128,-0.19666346539848395,-0.14204206019111143,0.3217547666065738,0.15584727037170296,-0.4002988692744292,0.3720128793264555,-0.2606152684260861,-1.4639798338794643,-0.3614252644838937,-0.5922423090281826,0.39251859835322367,-0.3611464007315018,0.2805039068225526,1.4735179052997802,0.32423739801037593,0.5018795964707209
2019-06-17,-0.6991266029192122,-0.8374095234298151,0.4467680054183774,-0.01591168960427383,-0.12388327082137632,0.9006939328072467,0.20136153522793868,-0.6300474533229525,-0.015274511716576209,0.24277170285649727,-0.6038768784361909,-0.8250401812803507,0.11106065854915986,-0.4769526328053186,0.06188152858921658,0.048957377979748536,0.07974172780284776,0.35578408177932436,0.5690376611146322,0.13609239910886886,0.08080618233334733,-0.3620005682197213,-1.1522079587482446,-0.4253577826557093,-0.49037945788413007,-0.10262781957356126,-0.06593561526365899,0.4092897533504586,1.2970795716761887,0.3309645441220332
2019-06-18,1.0186929994705505,-0.17060781117639517,1.0087716538518547,-1.1820168343542687,0.1479759254172338,0.5827051981970531,0.9776608035057419,0.2408712861009334,0.48290930478393834,2.159153892344832,0.14084739593097884,0.02773322618994937,1.64721934660931,0.3989749339595761,0.7976492485646042,1.3508619175311032,0.6989743119759698,0.858471999591122,1.3701882384792965,0.6920878716835603,0.7569236688267162,2.397383548195149,-0.2215508150214047,0.6431036299208472,-1.4440204084277812,-0.6602823531256002,-0.7199014793804089,-2.487467096789549,0.05919496635763178,-0.695412541913826
2019-06-19,1.0968921482042155,0.29624294756157754,1.1719442563197442,-0.6871435986582329,-0.6444841349948119,0.7358615109358705,-0.009382194112404648,0.23079752309538035,0.46519148455877823,0.5885612947954486,0.8178267990741407,-0.1253613674403604,0.7859886390697213,0.938793240991751,0.7523960183805739,0.2873694851391866,0.9221004279442513,0.6508625998281317,0.34943825965921793,1.0887126017775783,0.6042438174773953,0.13319807110064077,0.40321583921022575,0.35175466206492717,-0.3938824733124517,-1.0771888137088235,-0.608319419214634,-0.03146572080741835,-0.49039500196582914,-0.4403693221791828
2019-06-20,0.5238112212527147,0.35609363465968946,1.028989397912408,-0.2501569479481931,-0.9246032751110098,0.07698133770696648,0.5294394384293373,0.4073196999070101,0.5589621365508018,0.8032152814020447,1.2561204184643526,0.5507099093212291,0.762995938173731,1.0133914041181646,0.976719449715418,1.2181310543334267,1.236582953380571,1.02110607871717,0.8654402376836972,1.232157511770462,0.9001650650525492,0.6548487537083233,0.5728670247168612,0.7385669174325491,-0.7912818979182052,-1.1987806217673767,-0.8487917965617287,-0.568782931475791,-0.6076788614136334,-0.7652781445778707
2019-06-21,-0.4840790578998335,0.6465821604284409,1.1962316796958832,-0.6009702870687351,-1.256797275302054,0.054674476233807175,-0.6012296973581628,0.5018685323122227,0.7505149270779894,-0.13148941374669537,1.637743722853685,0.7684995491513672,-0.4797195754674318,1.2823308566475164,1.2325854147650548,-0.18621690631484472,1.221688691998632,1.348926452395958,-0.1394867203330557,1.365721816995082,1.2176578526048307,-0.27604540777882547,1.139832748467819,0.926105964047658,0.1680175230865667,-1.3079627278180652,-1.1419887464221465,0.4361539396873824,-1.0188151015434133,-0.8772529352287189
2019-06-24,-1.201518892135565,0.4318631753609334,0.8891897731808142,1.1886860016271614,-0.6815254854871097,0.16350282724894807,-0.22934270471704443,0.3180234608581513,0.6194837720447303,-1.3018853928495073,0.9471990814546785,0.5216572255673598,-0.6474671479916803,0.9877587729008716,1.0653736481634624,-0.16581568080274608,1.1919890879669788,1.315237769247806,0.003125985589427791,1.14984122717915,1.2770795468660525,0.11124545068065304,1.3894426475268622,1.0612813532862633,-0.03482928762228543,-1.1546520055828033,-1.2089710199813255,-0.16721903122257084,-1.2619147874189216,-1.0104139565008508
2019-06-25,-2.008897304319628,-0.9266751649392779,0.3287469670906166,-1.0678943717566338,-0.6232183146118591,-0.30049502569351066,-1.6579067138373649,-0.8762102592698304,0.24084942386901348,-0.8094330864108591,-0.37593347088685236,0.5194136273667921,-1.6640207185407299,-0.532625815552674,0.6880498788380445,-1.3272547428580082,-0.04678087282672085,1.2987290179319915,-1.677928426072013,-0.25116530295159484,0.9664793649340824,-1.0373007890319335,-0.1739807116804506,0.9427435901238082,1.7252697709181866,0.2690094062990254,-0.9366171032334889,0.8474789155892893,0.20823021391723964,-0.9561666536588442
2019-06-26,0.49984012455243554,-1.1393034943459535,0.6858123807726865,-0.11734571557140008,-0.3745897527330188,0.08726778323399756,0.5494146148159921,-0.6137516520130907,0.7039489465718252,0.6961584465374988,-0.32894747917604383,0.6811067436226843,0.7586793594861804,-0.543806148235295,1.05202664326801,-0.133593454714466,-0.24071704977851208,1.4657253370817815,0.44411952836491564,-0.20758605909751454,1.2339410825654522,1.7592830383809488,0.5448849854102742,1.3088359208695455,-0.40358853746021045,0.26283120663845744,-1.1632690715328502,-1.845197569483001,-0.6237342656773956,-1.234254224504718
2019-06-27,1.003633360629196,-0.9454130239393634,0.7775540349239048,-0.34536740006523514,-0.4185558308918657,-0.09324166279727243,0.8531596643778506,-0.4827133677771601,0.8046078479409207,1.225623866336173,-0.14794117620924604,0.9493231632695395,0.8858881425398655,-0.5085402810467983,1.1876951945456125,0.47736821992216877,-0.5987348771566816,1.49822189899272,0.36597881068029964,-0.4393671847094838,1.2285151846925606,0.7856160364897089,0.5850409126162861,1.3678875945931426,-0.40622488069393026,0.44831223148805316,-1.1574278816197645,-0.8770783248662294,-0.7360254788540991,-1.2873934176259465
2019-06-28,-0.25677595766119005,-0.8454390218242563,0.8937445599276167,0.4751112169577347,0.05474907060050989,-0.11619843140916118,0.19795746572004597,-0.12309040793958623,1.0287994810983807,-0.20657201558515956,-0.18048562124187623,1.2073227783521276,0.23671988622488604,-0.18390561018420304,1.5290658693511243,0.6929098608316921,-0.20479935745393235,2.0951739028442797,0.12317495135748446,-0.32165316956793283,1.624337805946485,0.058139769293077154,0.7359893056685832,1.5831265825465053,-0.10188062295282321,0.324943140627865,-1.5104879355235752,0.04025366914500078,-0.8894075705255337,-1.3887145823418594
2019-07-01,0.9975121206662565,0.10644559692266727,1.315160748222488,0.09207261229795005,-0.44491346806698046,0.2277564677150065,0.7325923711414697,0.30466616908902683,1.5875732076517712,0.715504468484839,0.7267149497732887,1.5254708710606242,0.9285285545753245,0.516800542372584,2.0801267084484456,1.2244442642278,0.41500399632462553,2.474612128956337,1.2959979862062525,0.25107602634157317,2.4688641526226762,1.653525329589253,1.4495905318985995,2.025164398869091,-1.2288692788171287,-0.21235915026598806,-2.1903870901801703,-1.553018444921993,-1.454514617905156,-1.615220050034223
2019-07-02,0.3805058308433836,1.1850700458121686,0.8522210672222376,-1.21096688527304,-0.511339750983998,0.05166085618456697,-0.8380419013473556,0.6712665599171148,0.9396108461427475,0.16627740400195934,1.201277299496947,0.9901634339855925,0.14598939136295253,1.3546074838256386,1.44648546254765,0.35420921002195643,1.1858342830902844,1.879542169941931,0.3804106458818254,1.1792401224271138,1.904556507885014,-0.6842421607195767,1.5986409717491912,1.252967736014142,-0.380732126618492,-1.1200224301359192,-1.7279028253857647,0.7809220375868954,-1.4643941833830088,-1.1026405896447196
2019-07-03,0.534880975612041,1.200067811558335,0.7885159582474089,-0.05277125488863597,-0.47561605510981164,-0.23665760862409424,0.32386063577480106,0.5653613925056563,0.8610793783821649,0.4084618524652184,1.0621228519829342,1.1737111188307032,0.5304857559106223,1.2437614699046724,1.398967202042756,1.0864929491180373,1.7428993279390395,1.8571559266044062,0.7223662095578143,1.305385870734345,1.9065690548640963,-0.2125382679490654,0.702596540403854,1.3047053455321704,-0.6599095493838948,-1.2306814479448291,-1.7058517734660503,0.27395339399285235,-0.6124778653218524,-1.1114305644661655
2019-07-05,0.06709276759812281,0.7737173220199005,0.5624135435134258,0.0015518823018141328,-0.3145906496329867,-0.5741882494719521,-0.014123917456271562,0.17764222411806038,0.5170276797990166,-0.017037447058934473,0.481036728375057,1.091453482457549,-0.03932021070082632,0.8182474286989337,1.1838302312630182,-0.15346337274841956,1.4399825653605147,1.5999806281783497,-0.19521181100353255,1.0456021931351414,1.672526359269537,-0.4326830605896584,0.1578338289267325,1.0208000281628125,0.10480976002053576,-1.005926247035912,-1.5294202344380037,0.34155297766296777,-0.0890791785929547,-0.9374807728819651
2019-07-08,-0.04817033891784617,0.8803539918888569,0.24365231697102432,0.4904114369532633,-0.3070328769104304,-0.8216913954730972,-0.22040311624330247,-0.009826866363809314,-0.04663689616857569,-0.6860500725097635,0.2665591944065757,0.6909380712767281,-0.42912679980710333,0.518506999234547,0.7907867389363499,-0.7410303195252385,0.7863108265836898,1.1126436907226946,-0.6718541246898099,0.6812877672346346,1.0753714452197338,-0.38213361796952655,-0.04055544815414365,0.7474240305634369,0.6978629521259381,-0.6559908705451662,-1.006063542358435,0.4245383044283933,0.08058050930907011,-0.7450330060479256
2019-07-09,0.46578070403005023,0.6375278906254912,0.1607297511225206,0.09782561969785539,-0.3034628177486459,-0.7797041929090345,0.5993387023497055,-0.07328605767277437,-0.05884471483904534,0.5689715346576271,0.1945190663031536,0.6418259728552344,0.6591169059999978,0.3902583022638669,0.706079060892867,0.16767669950564634,0.31119428691198125,1.005683720640768,0.4782857884987024,0.31599521174280437,0.9250026118516889,0.4115413121032121,-0.5826178667117465,0.5040317728921015,-0.4834498977326865,-0.3234500927080907,-0.8739801676111786,-0.4190394299838003,0.6398092614590678,-0.5286834246571164
2019-07-10,0.411217555320902,0.6489345749901896,0.36635577625904653,0.3713744852120479,0.4154110181375267,-0.30473336584643423,0.4690625084796481,0.5224281808728006,0.28092293461309814,0.18198986044163462,0.20107531345701643,0.5784920298847506,0.6460347343849115,0.6143956395819057,0.9349698582488566,0.6424285636945981,0.44219855622457915,1.1616280675040156,0.9507757457828551,0.572622363263839,1.115098847269414,0.583127240171587,-0.018777385422299963,0.5886119433146979,-0.9358700618475911,-0.5714991838861275,-1.031445052039197,-0.3684097016801629,0.10655225248358688,-0.5812518038150397
2019-07-11,-0.014792845175606289,0.3969912153409792,0.35299773150790953,0.7108025626187314,0.7620378128586565,-0.39661259937114757,0.3709472220695222,0.5441444376767943,0.3655853894499598,-0.2251359381393504,-0.08259549816797997,0.7463093227321048,0.09128541334989516,0.4141567796998532,1.0606911190503028,0.3159044832284645,0.1028837299842245,1.2932189527864753,-0.0690149937153108,0.21732474028694995,1.2230088798234637,0.1628206493863603,0.1507553746984507,0.9318610942228445,0.10451782839914221,-0.2322163023873006,-1.1302046335290823,-0.22827869293121578,-0.1188610331785489,-0.8606969104760152
2019-07-12,0.4045502825271036,0.5499368801930411,0.3572442768596675,-0.15327687250462665,0.6991439121580209,-0.5196042697912702,0.6777516289666136,0.8610203033831986,0.4880489968377903,0.8722515502904488,0.3138399882836075,0.99174217966333,0.6090380524082473,0.7095277938936311,1.0602135206856875,0.6037812418291094,0.4425733176758928,1.3050725994180714,0.5484346056952445,0.5518835628355266,1.2212778080281443,1.0806110031701037,0.8366450896633797,1.1211896927303409,-0.4878847842568326,-0.49548353820333907,-1.1237636685496952,-1.0256834879979722,-0.7114987284825167,-0.9919689975601262
2019-07-15,0.4845746529535509,0.7930414234212891,0.7300257059114843,-0.20373260256774092,0.3803155872205733,-0.5977426952423698,0.15538058875663086,1.0343184745396659,0.7153403441558064,0.3484969462605091,0.7844679189086446,1.3036125382916552,0.4143416010415074,1.094447553929012,1.4127636563968393,0.04482425777869745,0.797024839416234,1.3478087342983212,0.3041494200482817,0.9938827232637784,1.3880130238368054,0.4696633136566843,1.223384790561954,1.5891743651325991,-0.28000451321534814,-0.9214790387573445,-1.2652524138285226,-0.4528282698407945,-1.0564525299163792,-1.287648679333299
2019-07-16,-0.66362838244416,0.27681363216828836,0.7366856235234445,-0.29937492679091876,0.19286272211787012,-0.6599029858052006,-0.4296096159961326,0.5610404019152191,0.5668695729222849,-0.19950520165562965,0.4359540985507497,1.1975260151451756,-0.6726440054194098,0.4863522349530402,1.2236358442159931,-0.4364331455491281,0.5274367620545022,1.2410953160587122,-0.4893639266927854,0.554879368511981,1.1373115142429528,-0.604773565410231,0.7560817847042063,1.5328284786732458,0.4565552416613363,-0.5096545460237069,-1.0651348860968692,0.6480527836256676,-0.6330691415638566,-1.2541276621852764
2019-07-17,0.33670473141959023,0.24206739071727001,0.5780172486741113,-0.05843639128657458,-0.0027046363420762153,-0.38777723554517735,0.17292688861733324,0.42433398216280754,0.36977043150911315,0.23890037090950192,0.4616136875135691,0.7436244366704706,0.19617582206587958,0.2825712848029275,0.8652897075993553,-0.9191005380864224,-0.17595044650930108,0.7011139058897056,-0.46606252365848466,-0.07925237073299876,0.7064903850904222,0.21019703866827677,0.5863098995881779,1.0103555617552282,0.4534051445775692,0.10896700863811255,-0.6519916148204189,-0.1683046253916017,-0.5478352102198107,-0.8387109041136432
2019-07-18,0.2796448218027425,0.3767429107167057,0.3951741642277293,1.2210403691573108,0.22872435759690957,0.05619871286334019,0.6774713624671149,0.5624493317016086,0.5276525180336575,-0.3463360078297807,0.4065499909546904,0.5214640880811673,0.3634115846619421,0.40542482579210615,0.7578387759392314,0.4905515184865567,-0.09611789636983903,0.7385018421832271,0.10832799375619306,0.0,0.6484749446342876,1.0695610504420392,1.008516513298894,1.250267252127119,-0.17327278179850028,-0.015523506843518794,-0.6013126068687411,-0.8796718176312838,-0.8359580773704072,-1.0125231853088459
2019-07-19,-0.23198747842338582,0.08978966410142056,0.22235007260905368,0.9815287508539852,0.7415349629410328,0.3411716191380166,-0.08588360267281124,0.21881352992201025,0.38018121815806055,-0.9419527370270439,-0.4037106092131747,0.11763463394716749,-0.21480856584327532,0.03693406183256902,0.5217257799065333,-0.7442771921397001,-0.6935641631157698,0.27901352272557944,-0.6937130169870223,-0.5512564955210937,0.28945093770660607,0.0050921394266794555,0.512227766323168,1.082221499986803,0.9030630636033385,0.6087289057490756,-0.22697031856562824,0.09997583593646617,-0.3471057812795858,-0.8887876683650547
2019-07-22,0.4851240848129174,0.08957005449446694,0.44415547164239855,0.8830194859971313,1.234447566172778,0.6965885612657098,1.441247246477829,0.7965117945089907,0.8602221867735406,0.7929867223534506,-0.20664777719748362,0.32681762616538496,0.8638067547060865,0.2375600775677314,0.8374130530131191,0.327528578868351,-0.5649162847185517,0.3954294762070656,0.750011563140006,-0.35172877077750553,0.4901819284499308,1.184704645458053,0.8323675348396216,1.4383841691943338,-0.8884662105194727,0.32647067805250973,-0.45877454719338573,-1.1199362135422208,-0.6352343508148203,-1.160819220453371
2019-07-23,0.23224225345973418,0.49648585106703236,0.7760751337962268,-0.0037889595596019626,1.4056016735509174,0.41650529536103925,0.1000342708966839,1.0278766634911476,0.9259809946725074,0.11427271081407107,-0.06835163488943428,0.6693510722724321,0.2809647705890741,0.667698591749499,1.0526360587239934,0.9526224703421303,0.04969307001070498,0.6483336867943416,0.6146835203085921,0.13919044421387755,0.6283520339956895,0.6507781050851056,1.4085899041235381,1.5565964779730779,-0.5145158883812166,-0.10769584669216416,-0.5615058912787317,-0.7042942826172132,-1.174154165921379,-1.2379839255629843
2019-07-24,0.8416921448989059,0.7274615464564155,1.478702738519796,0.5954715507456658,1.726498546132386,0.8619062720067873,1.3537937277810304,1.5837553503544222,1.6730700522301032,0.9956537676454038,0.2633446345548186,1.120181397178646,1.4283507751334599,1.2314074788358136,1.8079109711948755,0.6285802781619896,0.7434240421447251,1.098684658083926,0.6644994051197224,0.6499445651552227,1.1700611260908929,1.557873772190989,2.0391919176032207,2.2087519323987332,-0.661040889128601,-0.602399864932187,-1.0640645753222415,-1.7666601371849926,-1.794003533122154,-1.6328749391631154
2019-07-25,-1.0089023713295817,0.13690586050135486,1.1030713249526467,-1.0275200207599189,0.6502587998803044,0.6242378630972483,-0.9945148965282615,0.7879590831947063,1.2688163746901768,-0.2246871553675443,0.3206797949451455,0.8845343438691943,-0.8330281711856298,0.6656889519863297,1.3933227474733534,-0.6381261134114484,0.23388266840943972,0.9800072117299242,-0.8956738051669584,0.19322251691160125,0.8539733849333857,-1.0398366314014515,1.0224262424013226,1.4762178897769802,0.9439277317128647,-0.10810369468058259,-0.775504438835353,0.9550356924084858,-1.0870704675376959,-1.1785391529313032
2019-07-26,0.26336654818130356,0.3586497971037194,0.9132361269770328,0.7065712076312084,0.5204285453150707,0.8695725929823103,0.7953792496268322,1.1860420984386824,1.2434774856418147,0.2843576496040215,0.8914098213985326,0.650597912683194,0.7599676316195302,1.1043990671335977,1.3536415120255347,0.8915314918344951,0.9692102088916144,1.0727842476081277,0.9667711834549636,0.9410139419951888,0.9896668027887545,-0.11894284303491202,0.9665901922660791,1.259060745591659,-0.963104329647134,-0.9271536666966497,-0.8928823488110946,0.0,-1.1257789940352156,-1.0334792262564394
2019-07-29,-0.6064360560853852,-0.13153252948914745,0.8318797346279717,-1.2238899283941287,-0.44696988278172545,0.44695229246756646,-1.4061874922184867,-0.09830328523460494,0.8481218332870993,-0.5371955146694083,0.2796791029851532,0.5796485295857267,-0.840701273599726,0.33170704540070506,1.091210732732427,-0.24158784379607856,0.7090029382893255,0.8565586125592463,-0.31997913735877764,0.4527784804962613,0.879990158436866,0.19627433512605943,0.5335665684554465,1.2984229262576041,0.24157331694292022,-0.42658960712483573,-0.813558082295741,-0.11638978408250993,-0.7292778918312423,-1.0620136064248273
2019-07-30,-0.3701786532974729,-0.398349401977901,0.5085087651487924,-0.15683442506578907,-0.505087295314899,0.3738291176161436,-0.5236536801223941,-0.37277678333435793,0.5421460671292102,-0.46957279673406754,0.015383098950298033,0.2982286558019703,-0.23850362316817192,0.09897180681582163,0.8135217832378198,-0.32549149209683537,0.1363738114525969,0.5073698715651616,-0.40215906447693517,-0.002166879532381079,0.49759054800312436,-0.25787008277980367,0.12718154689103234,0.8467593075632892,0.44722216676884824,0.0,-0.45679707594539015,0.09760076040597573,-0.3951363020298962,-0.7636998221026858
2019-07-31,-0.8971310965933226,-1.1521698583099582,0.21344018816285856,-0.805402328290874,-1.0866354688473259,0.4746024384270083,-1.2432983344486301,-1.469012144710142,0.44166750306780855,-0.7312555737327785,-0.7442629634890281,0.09259414506052999,-1.1086753759837535,-1.0003141115904595,0.5207609032114254,-1.448683418714482,-0.7878086704210954,0.09987516520071994,-1.292672602329829,-0.867485547349981,0.11990470257665976,-1.7335031522422366,-1.3074648997527172,0.5938309514558255,1.3048982786279166,0.8815018053012905,-0.09048445353391664,1.8560412460590725,1.2912839574725985,-0.5752267988271275
2019-08-01,-0.42329850777995287,-0.8951795602588619,-0.005587171982539387,0.019421550696083853,-0.6423869931522853,0.48601192193621245,-0.15382737400995924,-1.1123091731619081,0.33003373650859097,-0.19702786089946583,-0.7301450044507024,-0.045453690988531865,-0.5818340765726303,-0.8915201609231328,0.26595173218241813,-1.142478095570431,-1.0091899258934254,-0.38880215371702226,-0.4585821812161953,-0.6723097760181703,-0.13899187747945604,-1.1418344134530045,-1.3287381764334962,0.3611244083858297,0.5015658234561462,0.6802727872664409,0.16489521602581908,1.0944419300542505,1.3367252543287444,-0.4032500515277884
2019-08-02,0.5041467022931094,-0.7899161497137006,0.09178512407682123,0.35176857407240014,-0.7737314000509057,0.560785587098299,-0.4546929309562378,-1.6304875733433661,0.22882861400297555,-0.8440501493870436,-1.2211347714952188,-0.2297941606275437,-0.9052664754170278,-1.601072931191042,0.06815822418990976,-0.977687059018307,-1.8053796690560815,-0.5680860669049972,-1.3578242008496415,-1.6766763975683256,-0.3993333635656668,-0.763885566166894,-1.5927778606850438,0.2768235108293684,1.2622481472098916,1.6934423448225226,0.4262998024748715,0.8120055208124326,1.7505936110725957,-0.30478787312249644
2019-08-05,-3.037187121642079,-1.8843345079703262,-0.5764372655738923,-0.17298811792874658,-0.3214616648509643,0.3893573314392238,-2.6758515520183197,-2.1982304698700674,-0.33159962838160006,-2.9773509994084377,-2.285588724216949,-0.7361807452220189,-3.165372832137447,-2.6103730287263067,-0.5531877713979207,-3.9224519930901414,-3.4132106327844065,-1.2773509876446951,-3.2664430019516812,-2.9505344059281184,-0.978467820085564,-2.416815433660854,-2.6772798704659944,-0.19594651762770365,3.3925018999627143,3.166081125730141,1.0448420169752877,2.384879099895734,3.109584224729537,0.09665769680962905
2019-08-06,0.8027074924955375,-1.2671077876926953,-0.4630984265018119,0.03426234995346917,-0.2480734045927703,0.37685941606036977,0.7534349888292645,-1.5657727816158202,-0.26998025102780215,0.8461689811189907,-1.610145761932898,-0.6296019417258655,0.924682280632715,-1.950575827893484,-0.4416742190396258,1.6418610455422318,-2.2495987512287083,-0.8272038980497436,1.1998514941940295,-2.0808909589105946,-0.7438433898581455,0.8568155888984552,-2.1366911716198187,-0.08384692003753857,-1.2014310761058133,2.147770401840634,0.7816626964093741,-0.70289054889184,2.5111089970854703,0.019226528730767835
2019-08-07,0.15851197792891517,-0.8483035014428457,-0.5313054225909345,2.2152467298363887,1.0469727926900907,0.7766783003682615,1.5290051276565317,-0.4272710968253436,-0.03784816496680057,-0.09474628519529048,-1.3560147858217793,-0.6876479286726619,0.581952687350215,-1.2824707990564381,-0.4463494803898817,0.06976736599276792,-1.6790949046837984,-0.9405412757237609,0.46732499175437636,-1.3867814050235276,-0.834796366770684,0.2957896162157535,-1.3422630595870082,-0.13765339154143444,-0.36048884213094895,1.4413926743412189,0.9037886116089436,-0.361933726224141,1.3993693988000875,0.015010095241763536
2019-08-08,2.0099993326540986,0.21540503929747978,-0.09544428182326474,0.0427817428296348,1.0522238907749077,0.6208758708139708,1.4463481989989146,0.2825277147378244,0.20877580197630077,1.6419633112594798,-0.5742537090832132,-0.2900208093660484,2.1598956808015375,-0.10903311318513241,0.006208232226605627,2.316553056476935,-0.21850977425904722,-0.5019440935764555,1.8800437552755058,-0.383999467344715,-0.4175897628030883,1.3881504079701175,-0.2728267430456928,0.13517589696794333,-1.8991980341601824,0.34774990560522595,0.43701459869127246,-1.41833878266545,0.17140975561971916,-0.2590682902793278
